episode,reward,length,compromise_progress
1,28.200000762939453,1,0.6666666666666666
2,28.200000762939453,1,0.6666666666666666
3,27.200000762939453,1,0.6666666666666666
4,-10.800000190734863,1,0.0
5,28.200000762939453,1,0.6666666666666666
6,-10.800000190734863,1,0.0
7,-10.800000190734863,1,0.0
8,-10.800000190734863,1,0.0
9,-10.800000190734863,1,0.0
10,28.200000762939453,1,0.6666666666666666
11,-10.800000190734863,1,0.0
12,28.200000762939453,1,0.6666666666666666
13,-10.800000190734863,1,0.0
14,-10.800000190734863,1,0.0
15,27.200000762939453,1,0.6666666666666666
16,28.200000762939453,1,0.6666666666666666
17,27.200000762939453,1,0.6666666666666666
18,-10.800000190734863,1,0.0
19,28.200000762939453,1,0.6666666666666666
20,-10.800000190734863,1,0.0
21,28.200000762939453,1,0.6666666666666666
22,27.200000762939453,1,0.6666666666666666
23,-10.800000190734863,1,0.0
24,28.200000762939453,1,0.6666666666666666
25,-10.800000190734863,1,0.0
26,-10.800000190734863,1,0.0
27,-10.800000190734863,1,0.0
28,-10.800000190734863,1,0.0
29,28.200000762939453,1,0.6666666666666666
30,-10.800000190734863,1,0.0
31,-10.800000190734863,1,0.0
32,-10.800000190734863,1,0.0
33,27.200000762939453,1,0.6666666666666666
34,-10.800000190734863,1,0.0
35,28.200000762939453,1,0.6666666666666666
36,-10.800000190734863,1,0.0
37,27.200000762939453,1,0.6666666666666666
38,-10.800000190734863,1,0.0
39,-10.800000190734863,1,0.0
40,-10.800000190734863,1,0.0
41,28.200000762939453,1,0.6666666666666666
42,27.200000762939453,1,0.6666666666666666
43,27.200000762939453,1,0.6666666666666666
44,-10.800000190734863,1,0.0
45,28.200000762939453,1,0.6666666666666666
46,28.200000762939453,1,0.6666666666666666
47,-10.800000190734863,1,0.0
48,-10.800000190734863,1,0.0
49,-10.800000190734863,1,0.0
50,-10.800000190734863,1,0.0
51,27.200000762939453,1,0.6666666666666666
52,-10.800000190734863,1,0.0
53,28.200000762939453,1,0.6666666666666666
54,-10.800000190734863,1,0.0
55,-10.800000190734863,1,0.0
56,-10.800000190734863,1,0.0
57,-10.800000190734863,1,0.0
58,27.200000762939453,1,0.6666666666666666
59,-10.800000190734863,1,0.0
60,-10.800000190734863,1,0.0
61,28.200000762939453,1,0.6666666666666666
62,-12.0,1,0.0
63,-10.800000190734863,1,0.0
64,28.200000762939453,1,0.6666666666666666
65,-10.800000190734863,1,0.0
66,-10.800000190734863,1,0.0
67,28.200000762939453,1,0.6666666666666666
68,-10.800000190734863,1,0.0
69,-10.800000190734863,1,0.0
70,27.200000762939453,1,0.6666666666666666
71,-10.800000190734863,1,0.0
72,27.200000762939453,1,0.6666666666666666
73,27.200000762939453,1,0.6666666666666666
74,-10.800000190734863,1,0.0
75,-10.800000190734863,1,0.0
76,27.200000762939453,1,0.6666666666666666
77,-10.800000190734863,1,0.0
78,28.200000762939453,1,0.6666666666666666
79,27.200000762939453,1,0.6666666666666666
80,28.200000762939453,1,0.6666666666666666
81,27.200000762939453,1,0.6666666666666666
82,28.200000762939453,1,0.6666666666666666
83,-10.800000190734863,1,0.0
84,-10.800000190734863,1,0.0
85,-12.0,1,0.0
86,28.200000762939453,1,0.6666666666666666
87,-10.800000190734863,1,0.0
88,-10.800000190734863,1,0.0
89,-10.800000190734863,1,0.0
90,-10.800000190734863,1,0.0
91,28.200000762939453,1,0.6666666666666666
92,-10.800000190734863,1,0.0
93,-10.800000190734863,1,0.0
94,-10.800000190734863,1,0.0
95,27.200000762939453,1,0.6666666666666666
96,28.200000762939453,1,0.6666666666666666
97,-12.0,1,0.0
98,28.200000762939453,1,0.6666666666666666
99,28.200000762939453,1,0.6666666666666666
100,27.200000762939453,1,0.6666666666666666
