episode,reward,length,compromise_progress
1,8.630000114440918,1,0.0
2,-10.800000190734863,1,0.0
3,8.630000114440918,1,0.0
4,8.630000114440918,1,0.0
5,-10.800000190734863,1,0.0
6,-10.800000190734863,1,0.0
7,8.630000114440918,1,0.0
8,-10.800000190734863,1,0.0
9,-10.800000190734863,1,0.0
10,8.630000114440918,1,0.0
11,-10.800000190734863,1,0.0
12,-10.800000190734863,1,0.0
13,7.630000114440918,1,0.0
14,-10.800000190734863,1,0.0
15,-10.800000190734863,1,0.0
16,-10.800000190734863,1,0.0
17,8.630000114440918,1,0.0
18,8.630000114440918,1,0.0
19,-10.800000190734863,1,0.0
20,8.630000114440918,1,0.0
21,-10.800000190734863,1,0.0
22,-10.800000190734863,1,0.0
23,8.630000114440918,1,0.0
24,-10.800000190734863,1,0.0
25,-10.800000190734863,1,0.0
26,-10.800000190734863,1,0.0
27,7.630000114440918,1,0.0
28,-10.800000190734863,1,0.0
29,7.630000114440918,1,0.0
30,8.630000114440918,1,0.0
31,-10.800000190734863,1,0.0
32,-10.800000190734863,1,0.0
33,8.630000114440918,1,0.0
34,7.630000114440918,1,0.0
35,8.630000114440918,1,0.0
36,-10.800000190734863,1,0.0
37,-10.800000190734863,1,0.0
38,7.630000114440918,1,0.0
39,-10.800000190734863,1,0.0
40,-10.800000190734863,1,0.0
41,8.630000114440918,1,0.0
42,8.630000114440918,1,0.0
43,-10.800000190734863,1,0.0
44,-10.800000190734863,1,0.0
45,8.630000114440918,1,0.0
46,8.630000114440918,1,0.0
47,8.630000114440918,1,0.0
48,-12.0,1,0.0
49,-10.800000190734863,1,0.0
50,-10.800000190734863,1,0.0
51,-10.800000190734863,1,0.0
52,-10.800000190734863,1,0.0
53,-10.800000190734863,1,0.0
54,8.630000114440918,1,0.0
55,-10.800000190734863,1,0.0
56,-10.800000190734863,1,0.0
57,8.630000114440918,1,0.0
58,-10.800000190734863,1,0.0
59,8.630000114440918,1,0.0
60,-10.800000190734863,1,0.0
61,-10.800000190734863,1,0.0
62,-10.800000190734863,1,0.0
63,-10.800000190734863,1,0.0
64,-10.800000190734863,1,0.0
65,-10.800000190734863,1,0.0
66,8.630000114440918,1,0.0
67,8.630000114440918,1,0.0
68,-10.800000190734863,1,0.0
69,-10.800000190734863,1,0.0
70,8.630000114440918,1,0.0
71,-10.800000190734863,1,0.0
72,-10.800000190734863,1,0.0
73,-10.800000190734863,1,0.0
74,-10.800000190734863,1,0.0
75,-10.800000190734863,1,0.0
76,8.630000114440918,1,0.0
77,-10.800000190734863,1,0.0
78,-12.0,1,0.0
79,-10.800000190734863,1,0.0
80,8.630000114440918,1,0.0
81,-10.800000190734863,1,0.0
82,8.630000114440918,1,0.0
83,-10.800000190734863,1,0.0
84,8.630000114440918,1,0.0
85,-10.800000190734863,1,0.0
86,7.630000114440918,1,0.0
87,8.630000114440918,1,0.0
88,7.630000114440918,1,0.0
89,-10.800000190734863,1,0.0
90,-10.800000190734863,1,0.0
91,-10.800000190734863,1,0.0
92,8.630000114440918,1,0.0
93,-10.800000190734863,1,0.0
94,-10.800000190734863,1,0.0
95,-10.800000190734863,1,0.0
96,-10.800000190734863,1,0.0
97,8.630000114440918,1,0.0
98,7.630000114440918,1,0.0
99,-12.0,1,0.0
100,-12.0,1,0.0
