episode,reward,length,compromise_progress
1,28.200000762939453,1,1.125
2,28.200000762939453,1,1.125
3,-10.800000190734863,1,0.0
4,28.200000762939453,1,1.125
5,28.200000762939453,1,1.125
6,-10.800000190734863,1,0.0
7,-10.800000190734863,1,0.0
8,28.200000762939453,1,1.125
9,-10.800000190734863,1,0.0
10,-10.800000190734863,1,0.0
11,28.200000762939453,1,1.125
12,-10.800000190734863,1,0.0
13,-10.800000190734863,1,0.0
14,28.200000762939453,1,1.125
15,-10.800000190734863,1,0.0
16,-10.800000190734863,1,0.0
17,-10.800000190734863,1,0.0
18,28.200000762939453,1,1.125
19,28.200000762939453,1,1.125
20,-10.800000190734863,1,0.0
21,28.200000762939453,1,1.125
22,-10.800000190734863,1,0.0
23,-10.800000190734863,1,0.0
24,28.200000762939453,1,1.125
25,-10.800000190734863,1,0.0
26,-10.800000190734863,1,0.0
27,-10.800000190734863,1,0.0
28,27.200000762939453,1,1.125
29,-10.800000190734863,1,0.0
30,28.200000762939453,1,1.125
31,28.200000762939453,1,1.125
32,-10.800000190734863,1,0.0
33,-10.800000190734863,1,0.0
34,28.200000762939453,1,1.125
35,28.200000762939453,1,1.125
36,28.200000762939453,1,1.125
37,-10.800000190734863,1,0.0
38,-10.800000190734863,1,0.0
39,28.200000762939453,1,1.125
40,-10.800000190734863,1,0.0
41,-10.800000190734863,1,0.0
42,28.200000762939453,1,1.125
43,28.200000762939453,1,1.125
44,-10.800000190734863,1,0.0
45,-10.800000190734863,1,0.0
46,28.200000762939453,1,1.125
47,28.200000762939453,1,1.125
48,28.200000762939453,1,1.125
49,-12.0,1,0.0
50,-10.800000190734863,1,0.0
51,-10.800000190734863,1,0.0
52,-10.800000190734863,1,0.0
53,-10.800000190734863,1,0.0
54,-10.800000190734863,1,0.0
55,28.200000762939453,1,1.125
56,-10.800000190734863,1,0.0
57,-10.800000190734863,1,0.0
58,28.200000762939453,1,1.125
59,-10.800000190734863,1,0.0
60,28.200000762939453,1,1.125
61,-10.800000190734863,1,0.0
62,28.200000762939453,1,1.125
63,-10.800000190734863,1,0.0
64,-10.800000190734863,1,0.0
65,-10.800000190734863,1,0.0
66,-10.800000190734863,1,0.0
67,28.200000762939453,1,1.125
68,28.200000762939453,1,1.125
69,-10.800000190734863,1,0.0
70,-10.800000190734863,1,0.0
71,28.200000762939453,1,1.125
72,-10.800000190734863,1,0.0
73,-10.800000190734863,1,0.0
74,28.200000762939453,1,1.125
75,-10.800000190734863,1,0.0
76,-10.800000190734863,1,0.0
77,28.200000762939453,1,1.125
78,-10.800000190734863,1,0.0
79,-12.0,1,0.0
80,-10.800000190734863,1,0.0
81,28.200000762939453,1,1.125
82,-10.800000190734863,1,0.0
83,28.200000762939453,1,1.125
84,-10.800000190734863,1,0.0
85,28.200000762939453,1,1.125
86,-10.800000190734863,1,0.0
87,28.200000762939453,1,1.125
88,28.200000762939453,1,1.125
89,28.200000762939453,1,1.125
90,-10.800000190734863,1,0.0
91,-10.800000190734863,1,0.0
92,-10.800000190734863,1,0.0
93,28.200000762939453,1,1.125
94,-10.800000190734863,1,0.0
95,-10.800000190734863,1,0.0
96,-10.800000190734863,1,0.0
97,28.200000762939453,1,1.125
98,28.200000762939453,1,1.125
99,27.200000762939453,1,1.125
100,-12.0,1,0.0
