team,mean_win_rate,std_win_rate,mean_reward,std_reward,confidence_interval_lower,confidence_interval_upper
red_team,48.666666666666664,8.055363982396383,11.361884435017904,5.423010050437505,42.0,60.0
blue_team,72.0,22.464787260658994,10.873666445414225,2.702536943264868,45.0,100.0
