team,mean_win_rate,std_win_rate,mean_reward,std_reward,confidence_interval_lower,confidence_interval_upper
red_team,14.666666666666666,10.402991022884823,-2.87066642443339,0.7220605790838425,0.0,23.0
blue_team,100.0,0.0,13.894999186197916,0.050623012276999016,100.0,100.0
