episode,reward,length,compromise_progress
1,15.600000381469727,2,0.4166666666666667
2,15.600000381469727,2,0.4166666666666667
3,12.5,1,0.0
4,12.5,1,0.0
5,12.5,1,0.0
6,12.5,1,0.0
7,15.600000381469727,2,0.4166666666666667
8,12.5,1,0.0
9,12.5,1,0.0
10,12.5,1,0.0
11,12.5,1,0.0
12,15.600000381469727,2,0.4166666666666667
13,15.600000381469727,2,0.4166666666666667
14,15.600000381469727,2,0.4166666666666667
15,12.5,1,0.0
16,15.600000381469727,2,0.4166666666666667
17,15.600000381469727,2,0.4166666666666667
18,12.5,1,0.0
19,12.5,1,0.0
20,15.600000381469727,2,0.4166666666666667
21,12.5,1,0.0
22,15.600000381469727,2,0.4166666666666667
23,15.600000381469727,2,0.4166666666666667
24,12.5,1,0.0
25,12.5,1,0.0
26,12.5,1,0.0
27,15.600000381469727,2,0.4166666666666667
28,12.5,1,0.0
29,12.5,1,0.0
30,15.600000381469727,2,0.4166666666666667
31,12.5,1,0.0
32,12.5,1,0.0
33,15.600000381469727,2,0.4166666666666667
34,12.5,1,0.0
35,12.5,1,0.0
36,12.5,1,0.0
37,15.600000381469727,2,0.4166666666666667
38,12.5,1,0.0
39,12.5,1,0.0
40,12.5,1,0.0
41,12.5,1,0.0
42,15.600000381469727,2,0.4166666666666667
43,12.5,1,0.0
44,12.5,1,0.0
45,15.600000381469727,2,0.4166666666666667
46,15.600000381469727,2,0.4166666666666667
47,15.600000381469727,2,0.4166666666666667
48,15.600000381469727,2,0.4166666666666667
49,12.5,1,0.0
50,15.600000381469727,2,0.4166666666666667
51,15.600000381469727,2,0.4166666666666667
52,15.600000381469727,2,0.4166666666666667
53,15.600000381469727,2,0.4166666666666667
54,15.600000381469727,2,0.4166666666666667
55,12.5,1,0.0
56,15.600000381469727,2,0.4166666666666667
57,12.5,1,0.0
58,15.600000381469727,2,0.4166666666666667
59,12.5,1,0.0
60,15.600000381469727,2,0.4166666666666667
61,12.5,1,0.0
62,15.600000381469727,2,0.4166666666666667
63,15.600000381469727,2,0.4166666666666667
64,12.5,1,0.0
65,15.600000381469727,2,0.4166666666666667
66,15.600000381469727,2,0.4166666666666667
67,15.600000381469727,2,0.4166666666666667
68,15.600000381469727,2,0.4166666666666667
69,12.5,1,0.0
70,12.5,1,0.0
71,15.600000381469727,2,0.4166666666666667
72,12.5,1,0.0
73,15.600000381469727,2,0.4166666666666667
74,12.5,1,0.0
75,12.5,1,0.0
76,12.5,1,0.0
77,12.5,1,0.0
78,15.600000381469727,2,0.4166666666666667
79,12.5,1,0.0
80,12.5,1,0.0
81,15.600000381469727,2,0.4166666666666667
82,15.600000381469727,2,0.4166666666666667
83,12.5,1,0.0
84,15.600000381469727,2,0.4166666666666667
85,12.5,1,0.0
86,12.5,1,0.0
87,12.5,1,0.0
88,12.5,1,0.0
89,12.5,1,0.0
90,12.5,1,0.0
91,12.5,1,0.0
92,12.5,1,0.0
93,12.5,1,0.0
94,12.5,1,0.0
95,15.600000381469727,2,0.4166666666666667
96,12.5,1,0.0
97,15.600000381469727,2,0.4166666666666667
98,15.600000381469727,2,0.4166666666666667
99,12.5,1,0.0
100,12.5,1,0.0
